CID,MolecularWeight,IsomericSMILES,IUPACName,name,Descriptors
516951,136.086,OP(=O)(O)[O-].[K+],potassium;dihydrogen phosphate,potassium dihydrogen phosphate,odorless
517044,98.14,CC(=O)[O-].[K+],potassium;acetate,potassium acetate,odorless
517045,82.03,CC(=O)[O-].[Na+],sodium;acetate,sodium acetate,odorless
517055,144.1,C1=CC=C(C=C1)C(=O)[O-].[Na+],sodium;benzoate,sodium benzoate,odorless
517277,151.99,O=[Cr]O[Cr]=O,oxo(oxochromiooxy)chromium,chromium(iii) oxide,odorless
517320,241.2,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.O.[Na+],"sodium;1,1-dioxo-1,2-benzothiazol-2-id-3-one;dihydrate",sodium saccharin dihydrate,odorless
517637,284.31,CC(COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,2-benzoyloxypropyl benzoate,19224-26-1,metallic;algae;shellfish;ethereal;salmon
517791,126.2,CCC(C)C(=O)C=CC,5-methylhept-2-en-4-one,"2-hepten-4-one, 5-methyl-",sweet;nut skin;nutty;coffee;filbert;roasted;hazelnut;raw;pungent;ketonic
517827,190.28,CC(C)C1=CC=C(C=C1)CC(C)C=O,2-methyl-3-(4-propan-2-ylphenyl)propanal,103-95-7,cyclamen;musty;rhubarb;floral;fresh;green
517970,214.34,CCCCCCC(=O)OCCCCCC,hexyl heptanoate,hexyl heptanoate,leafy;foliage;cognac;green
518573,282.5,CCCCCCCCCCCCCC1CCCC(=O)O1,6-tridecyloxan-2-one,6-tridecyloxan-2-one,savory;fatty;waxy
518791,146.21,CCOC(=O)C=CSC,ethyl 3-methylsulfanylprop-2-enoate,"2-propenoic acid, 3-(methylthio)-, ethyl ester, (e)-",sweet;onion
518810,176.28,CCCC(CCOC(=O)C)S,3-sulfanylhexyl acetate,3-mercaptohexyl acetate,currant bud black currant bud;blackberry;floral;fruity;pear;raspberry;passion fruit;tropical
518856,155.26,CCC1=C(N=C(S1)CC)C,"2,5-diethyl-4-methyl-1,3-thiazole","2,5-diethyl-4-methylthiazole",nutty;green
518866,100.12,C/C=C(\C(=O)C)/O,(E)-3-hydroxypent-3-en-2-one,(E)-3-hydroxypent-3-en-2-one,caramellic;buttery;fatty
518937,128.19,CSCC1=CC=CO1,2-(methylsulfanylmethyl)furan,furfuryl methyl sulfide,vegetable;sulfurous;garlic;horseradish;alliaceous;onion;pungent
519129,142.2,CCCC=CC(=O)OCC,ethyl hex-2-enoate,ethyl 2-hexenoate,sweet;juicy;rummy;fruity;green
519145,324.6,CCCCCCCCCCCCCCCCCCCCC(C)C,2-methyldocosane,2-methyldocosane,waxy
519158,158.28,CCCCCCCC(CC)O,decan-3-ol,3-decanol,musty;mushroom;fatty;floral;orange
519203,136.19,CC1=NC=CN=C1C(C)C,2-methyl-3-propan-2-ylpyrazine,2-isopropyl-3-methylpyrazine,coffee;woody
519382,194.31,CC1=C(C(CCC1)(C)C)CCC(=O)C,"4-(2,6,6-trimethylcyclohexen-1-yl)butan-2-one",dihydro-beta-ionone,dry;amber;mahogany;woody;earthy;orris
519416,102.2,CCC=CSC,1-methylsulfanylbut-1-ene,1-buten-1-yl methyl sulfide,sulfurous
519564,178.27,CC1=CN=C(C(=N1)CCC(C)C)C,"2,5-dimethyl-3-(3-methylbutyl)pyrazine",18433-98-2,fruity
519709,134.2,CCOC(=O)C(C)S,ethyl 2-sulfanylpropanoate,ethyl 2-mercaptopropionate,meaty;sulfurous;onion green onion
519732,127.21,CCC1=CN=C(S1)C,"5-ethyl-2-methyl-1,3-thiazole",5-ethyl-2-methylthiazole,pyrazine;fishy;chocolate
519757,174.24,CCCCCCOC(=O)C(C)O,hexyl 2-hydroxypropanoate,hexyl lactate,floral;fruity;sweet;green
519764,204.35,CC(CCC=C(C)C)C1CCC(=C)C=C1,3-(6-methylhept-5-en-2-yl)-6-methylidenecyclohexene,sesquiphellandrene,sweet;herbal;fruity
519786,158.24,CC(C)CCOC(=O)C(C)C,3-methylbutyl 2-methylpropanoate,isoamyl isobutyrate,cherry;sweet;banana unripe banana;estery;grape;cocoa;fruity;apple;green;ethereal;tropical;waxy
519793,120.22,CSCCCCO,4-methylsulfanylbutan-1-ol,4-(methylthio)butanol,vegetable;sulfurous;garlic;potato;alliaceous;cabbage;green
519845,146.18,CCCC(CC(=O)OC)O,methyl 3-hydroxyhexanoate,methyl 3-hydroxyhexanoate,sweet;juicy;estery;ripe;fruit overripe fruit;fruity;pineapple;oily;woody;tropical
519857,222.37,CC1CCC(C2C1(CCC(=C2)C)O)C(C)C,"4,7-dimethyl-1-propan-2-yl-2,3,4,5,6,8a-hexahydro-1H-naphthalen-4a-ol",cubenol,plowed;earthy;freshly;soil
519907,126.18,CSC1=NC=CN=C1,2-methylsulfanylpyrazine,2-methylthiopyrazine,ethereal;nutty;sulfurous;corn chip
519915,194.31,CC1=C(C(CCC1)(C)C)C=CC(C)O,"4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-ol",dtxsid30865028,sweet;berry;floral;herbal;fruity;violet;powdery;balsamic;woody;tropical
520098,166.22,CCC(C)C1=NC=CN=C1OC,2-butan-2-yl-3-methoxypyrazine,24168-70-5,musty;vegetable;peppery;potato;nutty;pea green pea;galbanum;green;pepper bell pepper
520108,127.17,CC(=O)C1=NC=CS1,"1-(1,3-thiazol-2-yl)ethanone",2-acetylthiazole,raw;nutty;corn chip;bready;toasted;hazelnut;popcorn;peanut roasted peanut
520119,122.3,CC(CCS)S,"butane-1,3-dithiol","1,3-butanedithiol",meaty;spicy;sulfurous;garlic;nutty;alliaceous;onion;roasted
520125,146.18,CCOC(=O)C(C(C)C)O,ethyl 2-hydroxy-3-methylbutanoate,ethyl 2-hydroxy-3-methylbutanoate,tea;strawberry;honey;fruity;pineapple
520148,206.28,CCC(C)C(=O)OCCC1=CC=CC=C1,2-phenylethyl 2-methylbutanoate,24817-51-4,sweet;floral;rose;green;tropical;waxy
520191,154.23,CC1=CC(=C(S1)C)C(=O)C,"1-(2,5-dimethylthiophen-3-yl)ethanone","3-acetyl-2,5-dimethylthiophene",roasted;burnt;meaty
520194,125.17,CC(=O)C1=CCCCN1,"1-(1,2,3,4-tetrahydropyridin-6-yl)ethanone",25343-57-1,caramellic
520296,226.35,CCCCCCCCCC1CCCC(=O)O1,6-nonyloxan-2-one,delta-tetradecalactone,sweet;fatty;oily;creamy;milky;dairy;cheesy;buttery;waxy
520300,125.17,CC(=O)C1=NCCCC1,"1-(2,3,4,5-tetrahydropyridin-6-yl)ethanone",27300-27-2,roasted;caramellic;bready
520326,172.26,CCC(C)C(=O)OCCC(C)C,3-methylbutyl 2-methylbutanoate,27625-35-0,sweet;blueberry;fruity;winey;apple;cherry;citrus
520395,124.14,CC1=CN=CC(=N1)OC,2-methoxy-6-methylpyrazine,2-methoxy-6-methylpyrazine,hazelnut roasted hazelnut;nutty;peanut roasted peanut;almond roasted almond
520420,112.17,CCCCC(=O)C=C,hept-1-en-3-one,1-hepten-3-one,metallic
520440,152.23,CC1=CCC(CC1)C(C)C=O,2-(4-methylcyclohex-3-en-1-yl)propanal,p-menth-1-en-9-al,herbal;spicy
520455,214.34,CCCCCCCCOC(=O)C(C)CC,octyl 2-methylbutanoate,octyl 2-methylbutyrate,musty;fruity;green;waxy;lactonic
520567,164.25,CCC(C)C1=CN=C(C(=N1)C)C,"5-butan-2-yl-2,3-dimethylpyrazine","5-(sec-butyl)-2,3-dimethylpyrazine",roasted;burnt;marine
520667,100.12,CC1CC(=O)CO1,5-methyloxolan-3-one,5-methyloxolan-3-one,sweet;hay;coumarinic
520682,120.22,CC(C)(CCO)S,3-methyl-3-sulfanylbutan-1-ol,34300-94-2,sweet;vegetable;meaty;spicy;roasted
520722,152.19,CCC1=NC=CN=C1OCC,2-ethoxy-3-ethylpyrazine,2-ethoxy-3-ethylpyrazine,potato;potato raw potato
520888,155.22,CC1=C(SC(=N1)C)C(=O)C,"1-(2,4-dimethyl-1,3-thiazol-5-yl)ethanone","5-acetyl-2,4-dimethylthiazole",musty;meaty;sulfurous;nutty;coffee;earthy
520895,180.4,CCC1SC(SS1)CC,"3,5-diethyl-1,2,4-trithiolane","3,5-diethyl-1,2,4-trithiolane",sulfurous
520990,126.22,CCC1=CC=C(S1)C,2-ethyl-5-methylthiophene,2-ethyl-5-methylthiophene,solvent;sulfurous;fruity;burnt;ethereal
521064,146.18,CCC(C)C(C(=O)OC)O,methyl 2-hydroxy-3-methylpentanoate,methyl 2-hydroxy-3-methylpentanoate,caramellic;fruity;estery
521185,222.37,CC1(CC2C(C1)C3(CCCC2(C3O)C)C)C,"1,4,4,7-tetramethyltricyclo[5.3.1.02,6]undecan-11-ol",alpha-caryophyllene alcohol,woody;earthy;spicy
521238,172.26,CCCCCC(CC)OC(=O)C,octan-3-yl acetate,3-octyl acetate,aldehydic;fatty;rose;herbal;apple;anisic;fresh;green;citrus;bergamot;woody;minty;grapefruit;waxy
521246,130.14,CC(C(=O)C)OC(=O)C,3-oxobutan-2-yl acetate,3-oxobutan-2-yl acetate,sweet;buttery;estery;banana;fruity;pineapple;apple;creamy;chemical;pungent;ketonic
521267,152.23,CC1=CCC(CC1=O)C(C)C,2-methyl-5-propan-2-ylcyclohex-2-en-1-one,43205-82-9,minty
521300,88.11,CCC(=O)CO,1-hydroxybutan-2-one,1-hydroxybutan-2-one,malty;musty;sweet;butterscotch;grain;coffee;brown
521326,242.4,CCCCCCCCOC(=O)CCCCCC,octyl heptanoate,octyl heptanoate,fruity;fatty
521334,204.35,CC(=C1CCC2(CCCC(=C)C2C1)C)C,"8a-methyl-4-methylidene-6-propan-2-ylidene-2,3,4a,5,7,8-hexahydro-1H-naphthalene",gamma-selinene,woody
521348,134.24,CCCC(CCO)S,3-sulfanylhexan-1-ol,3-mercapto-1-hexanol,coffee roasted coffee;meaty;sulfurous;chicken;savory;fruity;fruit tropical fruit
521504,168.3,CCCCC1=CC=C(S1)CC,2-butyl-5-ethylthiophene,2-butyl-5-ethylthiophene,earthy;fruity;berry
521790,102.13,CCC(=O)C(C)O,2-hydroxypentan-3-one,2-hydroxy-3-pentanone,nutty;truffle;earthy
521869,104.17,CCC(=O)SC,S-methyl propanethioate,s-methyl propanethioate,vegetable;sulfurous;alliaceous;milky;dairy
521873,128.19,CC1=CC=C(O1)CS,(5-methylfuran-2-yl)methanethiol,(5-methylfuran-2-yl)methanethiol,coffee;coffee roasted coffee;sulfurous
521903,222.37,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O,"2,2,6,8-tetramethyltricyclo[5.3.1.03,8]undecan-3-ol",patchoulialcohol,camphoreous;powdery;patchouli;woody;earthy
522071,132.27,CCCCCC(C)S,heptane-2-thiol,2-heptanethiol,vegetable;sulfurous;sweaty;skunk;onion;pungent
522111,150.3,CCCCSSCC,1-(ethyldisulfanyl)butane,butyl ethyl disulfide,garlic;onion;sulfurous;onion cooked onion
522171,207.27,CC(C)COC(=O)C1=CC=CC=C1NC,2-methylpropyl 2-(methylamino)benzoate,isobutyl 2-(methylamino)benzoate,grape;fruity;grapefruit
522214,144.21,CCC(C)C(=O)OC(C)C,propan-2-yl 2-methylbutanoate,isopropyl 2-methylbutyrate,sweet;herbal;fruity;pineapple;dusty;coconut;oily;green;ethereal;tropical;tutti frutti
522255,198.3,CCOC(=O)CCCCCCCC=C,ethyl dec-9-enoate,ethyl 9-decenoate,fruity;fatty
522404,186.25,CC(C)CCOC(=O)CCC(=O)C,3-methylbutyl 4-oxopentanoate,isoamyl levulinate,caramellic;ethereal
522422,256.42,CCCCCCCCC(=O)OCCCCCCC,heptyl nonanoate,heptyl nonanoate,sweet;floral;rose;winey;oily;orangeflower
522458,164.3,CCCCSSCCC,1-(propyldisulfanyl)butane,butyl propyl disulfide,sulfurous
522459,150.3,CCCCCSSC,1-(methyldisulfanyl)pentane,methyl pentyl disulfide,onion;sulfurous
522514,154.25,CC1(CCCC(O1)(C)C=C)C,"2-ethenyl-2,6,6-trimethyloxane",7392-19-0,sweet;floral;herbal;camphoreous;cooling;fresh;citrus;woody;minty;rosemary
522567,252.31,C1=CC=C(C=C1)CC(=O)OCC=CC2=CC=CC=C2,3-phenylprop-2-enyl 2-phenylacetate,dtxsid70864075,floral;spicy;tolu balsam;chrysanthemum
522673,224.34,CC1=CCC(CC1)C(C)(C)OC(=O)C(C)C,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl 2-methylpropanoate,terpinyl isobutyrate,spicy;fatty;floral;herbal;peppery;green;bergamot
522674,116.2,C1=CSC(=C1)S,thiophene-2-thiol,thiophene-2-thiol,caramellic;burnt;coffee roasted coffee;coffee
522676,228.37,CCCCCCCCC(=O)OCCC(C)C,3-methylbutyl nonanoate,3-methylbutyl nonanoate,floral;fruity;apricot;oily
522677,158.19,CC(C)COC(=O)CC(=O)C,2-methylpropyl 3-oxobutanoate,isobutyl acetoacetate,sweet;fruity;brandy;winey
522771,227.26,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N,benzyl 2-aminobenzoate,benzyl anthranilate,floral;muguet;citrus;lily;grapefruit
522874,284.5,CCCCCCCCCOC(=O)CCCCCCCC,nonyl nonanoate,nonyl nonanoate,aldehydic;floral;rose;fruity;oily;orange
522877,141.24,CCC1=NC(=C(S1)C)C,"2-ethyl-4,5-dimethyl-1,3-thiazole","2-ethyl-4,5-dimethylthiazole",cocoa;burnt;nutty;hazelnut
523035,152.23,CC1(C2CCC(O1)(C=C2)C)C,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]oct-5-ene","2,3-dehydro-1,8-cineole",lemon;minty
523918,130.14,CCCOC(=O)C(=O)C,propyl 2-oxopropanoate,propyl pyruvate,caramellic;floral;sweet
524461,194.27,CC(=C)C1CCC(=C)C(C1)OC(=O)C,(2-methylidene-5-prop-1-en-2-ylcyclohexyl) acetate,menthadienyl acetate,minty;fruity;spearmint
524975,196.24,CCCC1=CC(=C(C(=C1)OC)O)OC,"2,6-dimethoxy-4-propylphenol","2,6-dimethoxy-4-propylphenol",phenolic
525330,180.4,CCCSSSCC=C,1-(prop-2-enyltrisulfanyl)propane,allyl propyl trisulfide,garlic;onion;sulfurous;alliaceous
525358,140.3,CCSSSC,(methyltrisulfanyl)ethane,methyl ethyl trisulfide,garlic;onion;alliaceous;onion green onion
525372,148.3,CC1CCSC(S1)C,"2,4-dimethyl-1,3-dithiane","2,4-dimethyl-1,3-dithiane",alliaceous
525446,120.2,CC1CCSS1,3-methyldithiolane,"3-methyl-1,2-dithiolane",sulfurous
525462,108.23,CC(S)SC,1-methylsulfanylethanethiol,1-(methylthio)ethanethiol,thiamine
526152,188.22,CC(CCCC(=O)OC)OC(=O)C,methyl 5-acetyloxyhexanoate,methyl 5-acetoxyhexanoate,fruity
526177,116.18,CC1=C(CCO1)S,"5-methyl-2,3-dihydrofuran-4-thiol",26486-13-5,roasted;savory;meaty;sulfurous
526195,134.24,CC(C)(CCOC)S,4-methoxy-2-methylbutane-2-thiol,4-methoxy-2-methyl-2-butanethiol,sweet;sulfurous;mango;catty;skunk;tropical;minty;currant black currant;grapefruit;peach
526487,148.23,CC(C)(CCOC=O)S,(3-methyl-3-sulfanylbutyl) formate,3-mercapto-3-methylbutyl formate,coffee roasted coffee;sulfurous;caramellic;catty;onion;tropical;meaty roasted meaty
526559,149.19,CC(=O)C1=CC=C2N1CCC2,"1-(6,7-dihydro-5H-pyrrolizin-3-yl)ethanone","5-acetyl-2,3-dihydro-1h-pyrrolizine",solvent;amine;smoky;worty;grass;hay
526616,226.3,CC1=C(C=CO1)SSCC2=CC=CO2,3-(furan-2-ylmethyldisulfanyl)-2-methylfuran,furfuryl 2-methyl-3-furyl disulfide,meaty;sulfurous
526618,128.19,CC1=C(C=CO1)SC,2-methyl-3-methylsulfanylfuran,2-methyl-3-(methylthio)furan,dry;mustard;meaty;spicy;sulfurous;alliaceous;brothy;coffee;beefy;minty;pungent;cheesy
526624,226.3,CC1=C(C=CO1)SSC2=C(OC=C2)C,2-methyl-3-[(2-methylfuran-3-yl)disulfanyl]furan,bis(2-methyl-3-furyl)disulfide,meaty;sulfurous;chicken;savory;onion;roasted;scallion;meaty roasted meaty
526657,154.25,CC(C)C1CCC(C=C1)(C)O,1-methyl-4-propan-2-ylcyclohex-2-en-1-ol,2-p-menthen-1-ol,herbal
526661,101.17,CC1=NCSC1,"4-methyl-2,5-dihydro-1,3-thiazole",4-methyl-3-thiazoline,garlic
526762,150.22,CC(C)C1=CC=C(CC1)C=O,"4-propan-2-ylcyclohexa-1,3-diene-1-carbaldehyde","1,3-p-menthadien-7-al",spicy;fatty
526853,143.21,CC(=O)C1=CSCCN1,"1-(3,4-dihydro-2H-1,4-thiazin-5-yl)ethanone","1-(3,4-dihydro-2h-1,4-thiazin-5-yl)ethanone",roasted;popcorn;nutty;cooked
526931,140.2,CC1=C2C(=CO1)CCS2,"6-methyl-2,3-dihydrothieno[2,3-c]furan",kahweofuran,roasted;smoky;sulfurous
526993,228.37,CCCCCC1CCOC(O1)CCCCC,"2,4-dipentyl-1,3-dioxane","2,4-dipentyl-1,3-dioxane",green;fatty
527108,152.23,CC(=C)C1CCC(CC1)C=O,4-prop-1-en-2-ylcyclohexane-1-carbaldehyde,"1,2-dihydroperillaldehyde",spicy
527108,152.23,CC(=C)C1CCC(CC1)C=O,4-prop-1-en-2-ylcyclohexane-1-carbaldehyde,"1,2-dihydroperillaldehyde",herbal;fruity;spicy
527144,196.29,CC1=CCC(CC1)C(C)COC(=O)C,2-(4-methylcyclohex-3-en-1-yl)propyl acetate,p-menth-1-en-9-yl acetate,herbal;fruity;spicy;warm
527268,178.27,CCOC1=C(C=CC(=C1)C(C)C)C,2-ethoxy-1-methyl-4-propan-2-ylbenzene,carvacryl ethyl ether,herbal;spicy;carrot
527305,154.21,CCCCC1C(O1)C=CC=O,3-(3-butyloxiran-2-yl)prop-2-enal,3-(3-butyloxiran-2-yl)prop-2-enal,metal
527393,118.2,CC(CC(=O)C)S,4-sulfanylpentan-2-one,4-mercapto-2-pentanone,meaty;pungent
527424,134.22,CC1=CCC(C=C1)C(=C)C,"2-methyl-5-prop-1-en-2-ylcyclohexa-1,3-diene","1,5,8-p-menthatriene",roasted
527435,132.23,CCC(C(C)C=O)S,2-methyl-3-sulfanylpentanal,3-mercapto-2-methylpentanal,sulfurous;chicken;garlic;savory;alliaceous;fruit tropical fruit;onion;beefy;roasted;dairy;cooked;grilled
527441,118.2,CC(C)(CC=O)S,3-methyl-3-sulfanylbutanal,3-mercapto-3-methylbutanal,brothy;cheesy
527442,160.28,CCCCCC(CC=O)S,3-sulfanyloctanal,3-mercaptooctanal,fruity;grapefruit;peely;green;citrus
527445,132.23,CCCC(CC=O)S,3-sulfanylhexanal,3-mercaptohexanal,onion;sharp
527821,136.15,CC1=CN=CC(=N1)C(=O)C,1-(6-methylpyrazin-2-yl)ethanone,1-(6-methylpyrazin-2-yl)ethanone,coffee roasted coffee;cocoa;coffee;roasted;popcorn
528108,164.25,CC1=NC=C(N=C1C)CC(C)C,"2,3-dimethyl-5-(2-methylpropyl)pyrazine","5-isobutyl-2,3-dimethylpyrazine",nutty;leafy;green
528127,164.25,CCCCC1=NC=C(N=C1C)C,"2-butyl-3,5-dimethylpyrazine","2-butyl-3,5-dimethylpyrazine",sweet;earthy
528135,180.25,CC1=NC(=CN=C1OC)CC(C)C,2-methoxy-3-methyl-5-(2-methylpropyl)pyrazine,5-isobutyl-3-methyl-2-methoxypyrazine,woody;licorice
528308,152.19,CCCC1=NC=CN=C1OC,2-methoxy-3-propylpyrazine,2-methoxy-3-propylpyrazine,potato raw potato;earthy;pepper bell pepper;galbanum
528698,140.18,CCC1=C(C(=O)CC1C)O,3-ethyl-2-hydroxy-4-methylcyclopent-2-en-1-one,42348-12-9,caramellic;sweet;maple
528699,140.18,CC1=C(C(=O)C(C1)(C)C)O,"2-hydroxy-3,5,5-trimethylcyclopent-2-en-1-one","2-hydroxy-3,5,5-trimethyl-2-cyclopenten-1-one",caramellic;sweet
528704,140.18,CCC1CC(=O)C(=C1C)O,4-ethyl-2-hydroxy-3-methylcyclopent-2-en-1-one,"2-cyclopenten-1-one, 4-ethyl-2-hydroxy-3-methyl",malty;sweet
528707,140.18,CC1C(C(=O)C(=C1C)O)C,"2-hydroxy-3,4,5-trimethylcyclopent-2-en-1-one",109682-87-3,sweet;spicy;caramellic;maple;coffee;burnt;bready;licorice
528708,200.32,CC1=CCC(C2=C1C=CC(=C2)C)C(C)C,"4,7-dimethyl-1-propan-2-yl-1,2-dihydronaphthalene","3,4-dihydrocadalene",woody
528762,174.31,CCCCCC(=O)CCSC,1-methylsulfanyloctan-3-one,"3-octanone, 1-methylthio",meaty;dairy
529049,208.4,CC(C)C1SC(SS1)C(C)C,"3,5-di(propan-2-yl)-1,2,4-trithiolane","3,5-diisopropyl-1,2,4-trithiolane",smoky;meaty;bacon
529052,191.4,CC1NC(SC(S1)C)C(C)C,"2,4-dimethyl-6-propan-2-yl-1,3,5-dithiazinane",104691-41-0,meaty;cocoa;nutty;onion;peanut;leek
529056,205.4,CC1NC(SC(S1)CC(C)C)C,"4,6-dimethyl-2-(2-methylpropyl)-1,3,5-dithiazinane",101517-87-7,roasted;nutty;peanut;cocoa
529068,189.3,CC1N2CCCC2SC(S1)C,"2,4-dimethyl-6,7,8,8a-tetrahydro-4H-pyrrolo[2,1-d][1,3,5]dithiazine","pyrrolidino[1,2-e]-4h-1,3,5-dithiazine, 2,4-dimethyl",roasted;meaty;cooked
529251,125.17,CCC(=O)C1=NCCC1,"1-(3,4-dihydro-2H-pyrrol-5-yl)propan-1-one",133447-37-7,roasted;fishy
529253,158.19,CCCC(=O)OC(C)C(=O)C,3-oxobutan-2-yl butanoate,1-methyl-2-oxopropyl butyrate,musty;berry;acetic;fruity;creamy;cheesy;buttery
529300,216.27,CCCCCC(CC(=O)OC)OC(=O)C,methyl 3-acetyloxyoctanoate,methyl 3-acetoxyoctanoate,winey;green;fruity
529344,161.2,CC(=C)C1=CC(=NC=C1)C(=O)C,1-(4-prop-1-en-2-ylpyridin-2-yl)ethanone,142896-11-5,sweet;grassy;amber;green;minty
529345,163.22,CC(C)C1=CC(=NC=C1)C(=O)C,1-(4-propan-2-ylpyridin-2-yl)ethanone,142896-09-1,leafy;herbal;violet;grassy;green
529346,147.22,CCC1=NC=CC(=C1)C(=C)C,2-ethyl-4-prop-1-en-2-ylpyridine,2-ethyl-4-prop-1-en-2-ylpyridine,bitter;nutty;herbal
529352,161.2,CC(=C)C1=NC=CC(=C1)C(=O)C,1-(2-prop-1-en-2-ylpyridin-4-yl)ethanone,142896-12-6,fermented;herbal;roasted;green
529378,212.4,CCC1SC(SSS1)CC,"4,6-diethyl-1,2,3,5-tetrathiane","4,6-diethyl-1,2,3,5-tetrathiane",roasted;sulfurous;cooked
529379,138.3,CC1SCSS1,"3-methyl-1,2,4-trithiolane","3-methyl-1,2,4-trithiolane",sulfurous
529388,182.3,CCCSS(=O)(=O)CCC,1-propylsulfonylsulfanylpropane,1113-13-9,roasted;alliaceous
529438,208.34,CC1(CC2C3CCCC(C2C1)(C3O)C)C,"1,4,4-trimethyltricyclo[5.3.1.02,6]undecan-11-ol","1,4,4-trimethyltricyclo[5.3.1.02,6]undecan-11-ol",earthy;resinous;spicy;mossy
529481,170.25,CCCCCC(=O)C(C)C(=O)C,"3-methylnonane-2,4-dione","3-methylnonane-2,4-dione",caramellic;burnt;fruity;hay
529496,186.29,CCCCCC(C)OC(=O)CCC,heptan-2-yl butanoate,2-heptyl butyrate,vegetable;fruity;walnut;green;cheesy
529497,172.26,CCCC(C)OC(=O)CC(C)C,pentan-2-yl 3-methylbutanoate,pentan-2-yl 3-methylbutanoate,metallic;fruity;apple;cooling;brandy
529623,134.3,CC1CSC(S1)C,"2,4-dimethyl-1,3-dithiolane","2,4-dimethyl-1,3-dithiolane",sulfurous
529635,118.2,CCC(=O)C(C)S,2-sulfanylpentan-3-one,2-mercapto-3-pentanone,roasted;meaty;meaty roasted meaty
529770,156.18,CC(=O)CCC(=O)OCC=C,prop-2-enyl 4-oxopentanoate,allyl levulinate,banana;banana peel;fruity;green
529904,148.3,CCCSSC=CC,1-(prop-1-enyldisulfanyl)propane,propenyl propyl disulfide,sulfurous;onion cooked onion
530404,148.2,CC1CCC2=NC(=CN=C12)C,"3,7-dimethyl-6,7-dihydro-5H-cyclopenta[b]pyrazine",38917-61-2,nutty;burnt;earthy;coffee roasted coffee
532739,194.23,CC(C)C(=O)OC1=CC=C(C=C1)OC,(4-methoxyphenyl) 2-methylpropanoate,4-methoxyphenyl 2-methylpropanoate,
534931,222.37,CC1(CCCC2(C13CCC(C3)C2(C)C)O)C,"2,2,8,8-tetramethyl-octahydro-1H-2,4a-methanonapthalen-9-ol",88644-30-8,fir needle;patchouli;balsamic;green;mossy;woody
535026,140.22,COCC=CCCCC=C,"8-methoxyocta-1,6-diene","methoxy-2,7-octadiene",fruity;violet;fatty;green
536502,122.19,CCCS(=O)OC,methyl propane-1-sulfinate,41892-32-4,sweet;onion;fruity;onion cooked onion
536987,232.38,CCCCCC(=O)OCCC(CCC)S,3-sulfanylhexyl hexanoate,3-mercaptohexyl hexanoate,tropical;fruity;sulfurous;passion fruit
537615,158.24,CCCCC(CC)OC(=O)C,heptan-3-yl acetate,heptan-3-yl acetate,floral;sweet;pear;rose
537619,200.32,CC(C)C(CCC(C)O)CCC(=O)C,8-hydroxy-5-propan-2-ylnonan-2-one,5-(1-methylethyl)-8-hydroxynonan-2-one,dry;woody
537682,158.19,CC(C)CCOC(=O)C(=O)C,3-methylbutyl 2-oxopropanoate,isoamyl pyruvate,rummy;caramellic;fruity;balsamic;arrack
537722,118.2,CC(C)C(=O)SC,S-methyl 2-methylpropanethioate,s-methyl 2-methylpropanethioate,fruity;sharp
537754,204.33,CCCC(CCOC(=O)CCC)S,3-sulfanylhexyl butanoate,3-mercaptohexyl butyrate,sulfurous;fruit overripe fruit;fruity;passion fruit;tropical
538506,210.27,CC(C)CCOC(=O)CCC1=CC=CO1,3-methylbutyl 3-(furan-2-yl)propanoate,7779-67-1,sweet;raisin;floral;rose;caramellic;fruity;apple green apple;green
539829,222.24,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC,(4-formyl-2-methoxyphenyl) 2-methylpropanoate,vanillin isobutyrate,sweet;vanilla;caramellic;fruity;creamy;chocolate
543664,114.14,COC(=O)CCC=C,methyl pent-4-enoate,methyl pent-4-enoate,fruity;green
544628,128.17,CC1CCC(=O)OC1C,"5,6-dimethyloxan-2-one","5,6-dimethyloxan-2-one",minty;fruity
545658,200.36,CCCCCCCOCCCCCC,1-hexoxyheptane,7289-40-9,hyacinth;foliage;green;wild
545739,184.27,CCCCCC(C=C)OC(=O)CC,oct-1-en-3-yl propanoate,1-octen-3-yl propionate,fungal;mushroom
546235,200.32,CCCCCCCOC(=O)C(C)CC,heptyl 2-methylbutanoate,heptyl 2-methylbutyrate,apple;fruity
547350,205.4,CCC1NC(SC(S1)CC)CC,"2,4,6-triethyl-1,3,5-dithiazinane","2,4,6-triethyl-1,3,5-dithiazinane",fried;sulfurous;fatty;alliaceous;onion;roasted;scallion;leek
547907,148.23,CC(CC(=O)OC)SC,methyl 3-methylsulfanylbutanoate,methyl 3-(methylthio)butanoate,sweet;cooked
547972,222.37,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,2-(4-ethenyl-4-methyl-3-prop-1-en-2-ylcyclohexyl)propan-2-ol,2-(4-ethenyl-4-methyl-3-prop-1-en-2-ylcyclohexyl)propan-2-ol,woody;resinous;spicy;citrus
